day_of_week,away_team,away_goals,home_team,home_goals,length_of_game_min,away_outcome,home_outcome,W,L,GDIFF,SOW%,PTS,PTS%,PP,PP%
6,21,2,17,5,145,0,1,25,46,41,20,61,37,30,12
0,24,7,3,4,146,1,0,27,49,42,75,60,36,32,14
0,22,1,4,2,163,0,1,46,25,54,30,103,63,50,20
0,28,2,15,1,145,1,0,40,30,51,37,92,56,58,23
0,1,1,31,0,139,1,0,25,50,40,20,57,35,28,13
1,10,2,2,1,153,1,0,32,40,42,60,74,45,37,16
1,5,1,9,4,151,0,1,54,20,58,33,116,71,51,21
1,30,4,12,5,157,0,1,44,26,52,62,100,61,48,18
1,0,5,13,4,159,1,0,31,37,46,44,76,46,48,21
1,1,2,14,5,148,0,1,25,50,40,20,57,35,28,13
1,23,5,17,2,142,1,0,32,37,44,50,77,47,41,18
1,8,0,16,6,157,0,1,37,38,46,57,81,49,41,18
1,26,3,25,4,161,0,1,51,23,55,28,110,67,62,23
2,29,5,0,6,159,0,1,43,31,51,50,94,57,39,18
2,24,3,10,4,158,0,1,27,49,42,75,60,36,32,14
2,22,2,11,5,149,0,1,46,25,54,30,103,63,50,20
2,21,1,19,4,146,0,1,25,46,41,20,61,37,30,12
2,28,6,20,2,148,1,0,40,30,51,37,92,56,58,23
2,7,3,27,8,150,0,1,56,19,57,66,119,73,67,24
3,20,3,5,2,158,1,0,33,42,45,60,73,44,47,19
3,8,2,9,3,147,0,1,37,38,46,57,81,49,41,18
3,3,4,12,7,148,0,1,32,39,44,50,75,46,47,21
3,4,3,13,2,144,1,0,50,21,58,50,111,68,54,22
3,17,2,14,5,149,0,1,27,46,44,37,63,38,35,15
3,7,4,15,1,152,1,0,56,19,57,66,119,73,67,24
3,2,2,16,0,161,1,0,51,26,53,50,107,65,50,21
3,23,2,18,1,139,1,0,32,37,44,50,77,47,41,18
3,25,2,26,4,147,0,1,49,22,56,40,109,67,65,26
3,6,4,30,3,160,1,0,28,42,42,75,68,41,47,19
4,4,4,0,3,158,1,0,50,21,58,50,111,68,54,22
4,29,7,1,1,147,1,0,43,31,51,50,94,57,39,18
4,23,0,19,1,136,0,1,32,37,44,50,77,47,41,18
4,11,3,24,4,156,0,1,49,27,53,83,104,64,61,25
4,17,4,31,8,145,0,1,27,46,44,37,63,38,35,15
5,26,3,2,2,153,1,0,51,23,55,28,110,67,62,23
5,3,2,5,6,153,0,1,32,39,44,50,75,46,47,21
5,18,3,10,4,152,0,1,37,35,49,25,84,51,46,22
5,25,3,12,4,163,0,1,49,22,56,40,109,67,65,26
5,27,3,14,4,167,0,1,54,21,55,75,115,70,63,27
5,15,3,16,4,164,0,1,22,49,40,60,55,33,34,13
5,6,2,19,3,152,0,1,28,42,42,75,68,41,47,19
5,7,5,20,6,170,0,1,56,19,57,66,119,73,67,24
5,22,4,28,1,144,1,0,46,25,54,30,103,63,50,20
5,8,1,30,3,134,0,1,37,38,46,57,81,49,41,18
6,23,4,8,6,151,0,1,32,37,44,50,77,47,41,18
6,13,5,11,1,146,1,0,44,27,50,50,99,61,40,16
6,6,3,18,2,152,1,0,28,42,42,75,68,41,47,19
6,26,7,21,1,153,1,0,51,23,55,28,110,67,62,23
6,4,2,29,3,151,0,1,50,21,58,50,111,68,54,22
6,27,3,31,6,151,0,1,54,21,55,75,115,70,63,27
0,1,1,9,4,142,0,1,25,50,40,20,57,35,28,13
0,20,3,17,2,157,1,0,33,42,45,60,73,44,47,19
0,7,7,21,5,156,1,0,56,19,57,66,119,73,67,24
0,22,6,24,1,144,1,0,46,25,54,30,103,63,50,20
0,13,0,28,4,142,0,1,44,27,50,50,99,61,40,16
0,0,3,30,4,160,0,1,31,37,46,44,76,46,48,21
1,0,2,3,0,136,1,0,31,37,46,44,76,46,48,21
1,19,6,6,2,157,1,0,52,24,55,57,110,67,55,25
1,16,5,10,2,148,1,0,45,30,51,66,97,59,63,24
1,14,4,11,1,141,1,0,53,22,55,55,113,69,53,20
1,26,3,15,2,143,1,0,51,23,55,28,110,67,62,23
1,18,5,20,3,142,1,0,37,35,49,25,84,51,46,22
1,4,3,23,5,140,0,1,50,21,58,50,111,68,54,22
1,12,3,25,4,148,0,1,58,18,58,42,122,75,64,24
1,8,4,27,5,146,0,1,37,38,46,57,81,49,41,18
1,5,4,31,2,148,1,0,54,20,58,33,116,71,51,21
2,21,0,17,3,148,0,1,25,46,41,20,61,37,30,12
2,7,7,19,3,148,1,0,56,19,57,66,119,73,67,24
2,2,1,28,2,165,0,1,51,26,53,50,107,65,50,21
2,9,4,29,5,148,0,1,46,30,48,71,98,60,54,22
3,0,2,8,1,159,1,0,31,37,46,44,76,46,48,21
3,5,2,4,1,150,1,0,54,20,58,33,116,71,51,21
3,2,3,11,2,152,1,0,51,26,53,50,107,65,50,21
3,9,0,13,4,143,0,1,46,30,48,71,98,60,54,22
3,6,2,15,0,134,1,0,28,42,42,75,68,41,47,19
3,16,4,18,3,149,1,0,45,30,51,66,97,59,63,24
3,31,3,24,0,145,1,0,39,32,49,33,89,54,52,21
3,14,5,23,2,141,1,0,53,22,55,55,113,69,53,20
3,10,2,25,6,137,0,1,32,40,42,60,74,45,37,16
3,26,5,27,3,149,1,0,51,23,55,28,110,67,62,23
4,12,3,1,1,144,1,0,58,18,58,42,122,75,64,24
4,19,2,3,1,147,1,0,52,24,55,57,110,67,55,25
4,10,3,7,7,147,0,1,32,40,42,60,74,45,37,16
4,16,3,17,2,149,1,0,45,30,51,66,97,59,63,24
4,31,3,28,4,162,0,1,39,32,49,33,89,54,52,21
4,21,4,29,3,158,1,0,25,46,41,20,61,37,30,12
4,22,4,30,2,149,1,0,46,25,54,30,103,63,50,20
5,21,5,1,3,140,1,0,25,46,41,20,61,37,30,12
5,30,3,3,2,158,1,0,44,26,52,62,100,61,48,18
5,2,4,4,2,160,1,0,51,26,53,50,107,65,50,21
5,5,3,11,1,148,1,0,54,20,58,33,116,71,51,21
5,14,1,13,2,145,0,1,53,22,55,55,113,69,53,20
5,17,2,18,4,149,0,1,27,46,44,37,63,38,35,15
5,26,0,20,4,140,0,1,51,23,55,28,110,67,62,23
5,0,0,22,1,140,0,1,31,37,46,44,76,46,48,21
5,8,5,24,4,149,1,0,37,38,46,57,81,49,41,18
5,9,1,23,2,142,0,1,46,30,48,71,98,60,54,22
5,15,1,25,4,138,0,1,22,49,40,60,55,33,34,13
5,6,4,27,5,140,0,1,28,42,42,75,68,41,47,19
6,12,2,7,3,167,0,1,58,18,58,42,122,75,64,24
6,16,1,19,0,137,1,0,45,30,51,66,97,59,63,24
6,0,3,25,2,141,1,0,31,37,46,44,76,46,48,21
6,5,1,28,2,139,0,1,54,20,58,33,116,71,51,21
6,14,4,29,6,151,0,1,53,22,55,55,113,69,53,20
1,29,4,2,1,144,1,0,43,31,51,50,94,57,39,18
1,19,2,7,4,155,0,1,52,24,55,57,110,67,55,25
1,25,4,9,1,153,1,0,49,22,56,40,109,67,65,26
1,18,1,10,2,143,0,1,37,35,49,25,84,51,46,22
1,27,5,11,1,138,1,0,54,21,55,75,115,70,63,27
1,20,8,12,2,155,1,0,33,42,45,60,73,44,47,19
1,17,1,21,6,149,0,1,27,46,44,37,63,38,35,15
1,15,2,22,5,142,0,1,22,49,40,60,55,33,34,13
1,24,3,23,1,132,1,0,27,49,42,75,60,36,32,14
1,13,2,26,3,145,0,1,44,27,50,50,99,61,40,16
1,8,3,28,4,154,0,1,37,38,46,57,81,49,41,18
1,3,4,31,2,135,1,0,32,39,44,50,75,46,47,21
2,24,1,0,4,137,0,1,27,49,42,75,60,36,32,14
2,19,3,1,2,145,1,0,52,24,55,57,110,67,55,25
2,30,4,6,5,150,0,1,44,26,52,62,100,61,48,18
3,10,3,5,5,147,0,1,32,40,42,60,74,45,37,16
3,8,2,11,5,147,0,1,37,38,46,57,81,49,41,18
3,13,4,12,1,146,1,0,44,27,50,50,99,61,40,16
3,3,3,14,2,156,1,0,32,39,44,50,75,46,47,21
3,21,2,15,3,154,0,1,25,46,41,20,61,37,30,12
3,29,5,17,3,156,1,0,43,31,51,50,94,57,39,18
3,7,2,16,5,148,0,1,56,19,57,66,119,73,67,24
3,2,1,18,3,148,0,1,51,26,53,50,107,65,50,21
3,28,5,23,2,137,1,0,40,30,51,37,92,56,58,23
3,20,1,26,2,144,0,1,33,42,45,60,73,44,47,19
4,1,6,0,5,154,1,0,25,50,40,20,57,35,28,13
4,16,3,6,2,146,1,0,45,30,51,66,97,59,63,24
4,29,3,19,2,157,1,0,43,31,51,50,94,57,39,18
4,3,2,22,3,153,0,1,32,39,44,50,75,46,47,21
4,9,1,25,4,150,0,1,46,30,48,71,98,60,54,22
4,30,5,31,2,145,1,0,44,26,52,62,100,61,48,18
5,13,1,5,5,143,0,1,44,27,50,50,99,61,40,16
5,6,3,9,4,160,0,1,28,42,42,75,68,41,47,19
5,17,2,10,5,147,0,1,27,46,44,37,63,38,35,15
5,20,3,21,4,154,0,1,33,42,45,60,73,44,47,19
5,11,5,24,3,148,1,0,49,27,53,83,104,64,61,25
6,22,3,17,2,142,1,0,46,25,54,30,103,63,50,20
6,29,4,18,3,157,1,0,43,31,51,50,94,57,39,18
6,25,2,31,4,144,0,1,49,22,56,40,109,67,65,26
6,13,3,30,2,157,1,0,44,27,50,50,99,61,40,16
0,14,4,9,7,148,0,1,53,22,55,55,113,69,53,20
1,26,4,29,3,151,1,0,51,23,55,28,110,67,62,23
1,29,6,13,3,146,1,0,43,31,51,50,94,57,39,18
1,1,7,23,8,159,0,1,25,50,40,20,57,35,28,13
1,15,4,26,5,159,0,1,22,49,40,60,55,33,34,13
2,28,2,0,1,148,1,0,40,30,51,37,92,56,58,23
2,17,4,3,3,133,1,0,27,46,44,37,63,38,35,15
2,19,3,12,4,154,0,1,52,24,55,57,110,67,55,25
2,21,3,24,2,151,1,0,25,46,41,20,61,37,30,12
2,11,2,25,4,141,0,1,49,27,53,83,104,64,61,25
2,16,3,30,5,162,0,1,45,30,51,66,97,59,63,24
3,15,0,5,4,147,0,1,22,49,40,60,55,33,34,13
3,16,3,8,4,168,0,1,45,30,51,66,97,59,63,24
3,26,3,12,9,158,0,1,51,23,55,28,110,67,62,23
3,28,1,13,2,156,0,1,40,30,51,37,92,56,58,23
3,3,1,18,4,142,0,1,32,39,44,50,75,46,47,21
3,4,6,24,4,154,1,0,50,21,58,50,111,68,54,22
3,21,2,23,3,154,0,1,25,46,41,20,61,37,30,12
4,30,3,10,1,143,1,0,44,26,52,62,100,61,48,18
4,11,5,17,6,161,0,1,49,27,53,83,104,64,61,25
4,19,4,26,3,162,1,0,52,24,55,57,110,67,55,25
4,0,1,29,3,152,0,1,31,37,46,44,76,46,48,21
5,3,3,2,4,159,0,1,32,39,44,50,75,46,47,21
5,5,7,8,4,149,1,0,54,20,58,33,116,71,51,21
5,15,2,12,5,147,0,1,22,49,40,60,55,33,34,13
5,21,3,13,6,159,0,1,25,46,41,20,61,37,30,12
5,25,6,14,4,162,1,0,49,22,56,40,109,67,65,26
5,6,1,16,6,148,0,1,28,42,42,75,68,41,47,19
5,11,2,18,3,146,0,1,49,27,53,83,104,64,61,25
5,28,5,24,2,154,1,0,40,30,51,37,92,56,58,23
5,20,0,27,6,142,0,1,33,42,45,60,73,44,47,19
6,4,5,6,1,141,1,0,50,21,58,50,111,68,54,22
6,0,2,7,4,146,0,1,31,37,46,44,76,46,48,21
6,2,5,10,1,149,1,0,51,26,53,50,107,65,50,21
6,26,0,19,4,149,0,1,51,23,55,28,110,67,62,23
6,23,5,22,8,147,0,1,32,37,44,50,77,47,41,18
6,31,5,29,4,151,1,0,39,32,49,33,89,54,52,21
6,17,4,30,3,156,1,0,27,46,44,37,63,38,35,15
0,11,1,19,4,144,0,1,49,27,53,83,104,64,61,25
1,21,1,0,4,157,0,1,25,46,41,20,61,37,30,12
1,31,3,1,1,138,1,0,39,32,49,33,89,54,52,21
1,17,3,2,5,158,0,1,27,46,44,37,63,38,35,15
1,26,7,8,2,145,1,0,51,23,55,28,110,67,62,23
1,7,4,6,3,155,1,0,56,19,57,66,119,73,67,24
1,23,2,10,6,157,0,1,32,37,44,50,77,47,41,18
1,4,2,12,6,149,0,1,50,21,58,50,111,68,54,22
1,16,3,29,2,160,1,0,45,30,51,66,97,59,63,24
2,25,3,22,5,153,0,1,49,22,56,40,109,67,65,26
2,11,2,27,4,146,0,1,49,27,53,83,104,64,61,25
3,6,4,1,6,153,0,1,28,42,42,75,68,41,47,19
3,14,3,2,2,160,1,0,53,22,55,55,113,69,53,20
3,23,3,3,2,142,1,0,32,37,44,50,77,47,41,18
3,31,1,7,7,149,0,1,39,32,49,33,89,54,52,21
3,12,5,9,6,169,0,1,58,18,58,42,122,75,64,24
3,16,4,13,2,158,1,0,45,30,51,66,97,59,63,24
3,8,1,17,3,140,0,1,37,38,46,57,81,49,41,18
3,22,6,21,2,141,1,0,46,25,54,30,103,63,50,20
3,4,1,26,4,155,0,1,50,21,58,50,111,68,54,22
3,19,1,29,5,139,0,1,52,24,55,57,110,67,55,25
4,4,3,5,6,150,0,1,50,21,58,50,111,68,54,22
4,30,1,25,5,141,0,1,44,26,52,62,100,61,48,18
5,19,4,0,1,148,1,0,52,24,55,57,110,67,55,25
5,16,4,1,2,163,1,0,45,30,51,66,97,59,63,24
5,12,4,5,3,157,1,0,58,18,58,42,122,75,64,24
5,17,3,8,4,153,0,1,27,46,44,37,63,38,35,15
5,27,4,7,5,154,0,1,54,21,55,75,115,70,63,27
5,22,2,9,3,145,0,1,46,25,54,30,103,63,50,20
5,10,0,13,4,149,0,1,32,40,42,60,74,45,37,16
5,30,2,14,3,168,0,1,44,26,52,62,100,61,48,18
5,23,3,21,2,151,1,0,32,37,44,50,77,47,41,18
5,2,5,26,2,152,1,0,51,26,53,50,107,65,50,21
5,6,2,29,1,139,1,0,28,42,42,75,68,41,47,19
6,10,3,0,4,160,0,1,32,40,42,60,74,45,37,16
6,9,1,25,2,142,0,1,46,30,48,71,98,60,54,22
0,24,3,7,4,147,0,1,27,49,42,75,60,36,32,14
0,19,1,13,3,138,0,1,52,24,55,57,110,67,55,25
0,2,7,30,3,159,1,0,51,26,53,50,107,65,50,21
1,22,4,0,1,146,1,0,46,25,54,30,103,63,50,20
1,26,6,3,1,138,1,0,51,23,55,28,110,67,62,23
1,6,4,8,2,136,1,0,28,42,42,75,68,41,47,19
1,28,2,12,5,154,0,1,40,30,51,37,92,56,58,23
1,7,4,16,5,162,0,1,56,19,57,66,119,73,67,24
1,10,2,23,3,145,0,1,32,40,42,60,74,45,37,16
1,27,4,29,3,158,1,0,54,21,55,75,115,70,63,27
2,27,1,1,2,139,0,1,54,21,55,75,115,70,63,27
2,15,1,2,5,159,0,1,22,49,40,60,55,33,34,13
2,24,2,9,5,149,0,1,27,49,42,75,60,36,32,14
3,21,2,2,3,156,0,1,25,46,41,20,61,37,30,12
3,8,6,5,0,138,1,0,37,38,46,57,81,49,41,18
3,20,4,4,1,137,1,0,33,42,45,60,73,44,47,19
3,15,2,6,3,145,0,1,22,49,40,60,55,33,34,13
3,31,3,10,0,143,1,0,39,32,49,33,89,54,52,21
3,22,2,13,6,144,0,1,46,25,54,30,103,63,50,20
3,3,4,16,1,145,1,0,32,39,44,50,75,46,47,21
3,17,2,18,3,147,0,1,27,46,44,37,63,38,35,15
3,19,3,23,0,142,1,0,52,24,55,57,110,67,55,25
3,24,1,25,2,139,0,1,27,49,42,75,60,36,32,14
3,28,2,26,4,149,0,1,40,30,51,37,92,56,58,23
4,1,3,7,4,157,0,1,25,50,40,20,57,35,28,13
4,9,1,12,7,153,0,1,46,30,48,71,98,60,54,22
4,0,3,14,7,155,0,1,31,37,46,44,76,46,48,21
5,7,5,1,0,139,1,0,56,19,57,66,119,73,67,24
5,16,3,2,4,161,0,1,45,30,51,66,97,59,63,24
5,28,1,5,4,149,0,1,40,30,51,37,92,56,58,23
5,0,0,6,3,137,0,1,31,37,46,44,76,46,48,21
5,3,0,10,4,142,0,1,32,39,44,50,75,46,47,21
5,20,6,11,4,147,1,0,33,42,45,60,73,44,47,19
5,8,2,12,9,138,0,1,37,38,46,57,81,49,41,18
5,30,2,18,0,140,1,0,44,26,52,62,100,61,48,18
5,19,3,21,2,131,1,0,52,24,55,57,110,67,55,25
5,13,3,24,1,141,1,0,44,27,50,50,99,61,40,16
5,22,2,23,1,140,1,0,46,25,54,30,103,63,50,20
5,27,6,25,5,153,1,0,54,21,55,75,115,70,63,27
5,9,1,26,3,146,0,1,46,30,48,71,98,60,54,22
6,28,4,30,2,148,1,0,40,30,51,37,92,56,58,23
0,15,2,1,5,142,0,1,22,49,40,60,55,33,34,13
0,10,3,3,2,146,1,0,32,40,42,60,74,45,37,16
0,14,3,7,4,171,0,1,53,22,55,55,113,69,53,20
0,21,1,18,4,136,0,1,25,46,41,20,61,37,30,12
0,6,2,24,3,157,0,1,28,42,42,75,68,41,47,19
0,13,2,23,6,141,0,1,44,27,50,50,99,61,40,16
0,16,3,25,5,146,0,1,45,30,51,66,97,59,63,24
0,22,5,29,3,147,1,0,46,25,54,30,103,63,50,20
1,5,7,2,1,151,1,0,54,20,58,33,116,71,51,21
1,12,1,4,5,150,0,1,58,18,58,42,122,75,64,24
1,15,5,9,3,165,1,0,22,49,40,60,55,33,34,13
1,26,6,13,4,152,1,0,51,23,55,28,110,67,62,23
1,28,3,16,1,146,1,0,40,30,51,37,92,56,58,23
1,3,3,20,1,146,1,0,32,39,44,50,75,46,47,21
1,18,4,21,3,171,1,0,37,35,49,25,84,51,46,22
1,31,3,30,4,148,0,1,39,32,49,33,89,54,52,21
2,7,2,0,0,150,1,0,56,19,57,66,119,73,67,24
2,1,4,17,1,139,1,0,25,50,40,20,57,35,28,13
2,27,3,19,6,148,0,1,54,21,55,75,115,70,63,27
3,30,3,2,4,151,0,1,44,26,52,62,100,61,48,18
3,9,5,3,4,155,1,0,46,30,48,71,98,60,54,22
3,12,6,11,0,139,1,0,58,18,58,42,122,75,64,24
3,7,4,13,1,146,1,0,56,19,57,66,119,73,67,24
3,31,2,16,5,155,0,1,39,32,49,33,89,54,52,21
3,8,2,21,1,144,1,0,37,38,46,57,81,49,41,18
3,20,4,22,6,159,0,1,33,42,45,60,73,44,47,19
3,23,2,24,3,142,0,1,32,37,44,50,77,47,41,18
3,15,3,29,4,155,0,1,22,49,40,60,55,33,34,13
4,26,1,0,5,147,0,1,51,23,55,28,110,67,62,23
4,19,3,5,6,147,0,1,52,24,55,57,110,67,55,25
4,22,5,8,2,149,1,0,46,25,54,30,103,63,50,20
4,14,5,6,1,137,1,0,53,22,55,55,113,69,53,20
4,9,5,10,4,154,1,0,46,30,48,71,98,60,54,22
4,1,0,18,4,141,0,1,25,50,40,20,57,35,28,13
4,25,5,24,0,151,1,0,49,22,56,40,109,67,65,26
4,12,2,28,1,153,1,0,58,18,58,42,122,75,64,24
5,31,2,2,3,142,0,1,39,32,49,33,89,54,52,21
5,21,3,3,6,144,0,1,25,46,41,20,61,37,30,12
5,15,2,7,3,156,0,1,22,49,40,60,55,33,34,13
5,4,3,11,5,152,0,1,50,21,58,50,111,68,54,22
5,6,3,14,4,163,0,1,28,42,42,75,68,41,47,19
5,5,4,17,7,151,0,1,54,20,58,33,116,71,51,21
5,10,1,16,4,146,0,1,32,40,42,60,74,45,37,16
5,27,3,18,1,135,1,0,54,21,55,75,115,70,63,27
5,1,3,19,7,144,0,1,25,50,40,20,57,35,28,13
5,26,7,23,1,143,1,0,51,23,55,28,110,67,62,23
5,20,2,30,3,151,0,1,33,42,45,60,73,44,47,19
6,20,2,8,1,138,1,0,33,42,45,60,73,44,47,19
6,13,3,17,2,146,1,0,44,27,50,50,99,61,40,16
6,31,2,22,3,163,0,1,39,32,49,33,89,54,52,21
6,12,3,24,5,149,0,1,58,18,58,42,122,75,64,24
6,25,3,28,1,139,1,0,49,22,56,40,109,67,65,26
0,0,5,2,3,152,1,0,31,37,46,44,76,46,48,21
0,25,1,4,7,140,0,1,49,22,56,40,109,67,65,26
0,6,0,7,2,143,0,1,28,42,42,75,68,41,47,19
0,15,2,14,8,152,0,1,22,49,40,60,55,33,34,13
0,13,2,19,3,162,0,1,44,27,50,50,99,61,40,16
0,9,3,21,1,148,1,0,46,30,48,71,98,60,54,22
0,29,1,30,0,152,1,0,43,31,51,50,94,57,39,18
1,29,3,5,4,158,0,1,43,31,51,50,94,57,39,18
1,9,5,17,1,152,1,0,46,30,48,71,98,60,54,22
1,21,3,18,4,145,0,1,25,46,41,20,61,37,30,12
1,3,0,20,5,149,0,1,32,39,44,50,75,46,47,21
1,1,3,22,6,137,0,1,25,50,40,20,57,35,28,13
1,16,4,24,2,146,1,0,45,30,51,66,97,59,63,24
1,11,3,28,2,147,1,0,49,27,53,83,104,64,61,25
1,12,5,31,3,135,1,0,58,18,58,42,122,75,64,24
2,4,6,8,0,148,1,0,50,21,58,50,111,68,54,22
2,2,3,7,4,169,0,1,51,26,53,50,107,65,50,21
2,6,8,10,5,158,1,0,28,42,42,75,68,41,47,19
2,0,3,27,4,161,0,1,31,37,46,44,76,46,48,21
