day_of_week,away_team,away_goals,home_team,home_goals,length_of_game_min,away_outcome,home_outcome,W,L,GDIFF,SOW%,PTS,PTS%,PP,PP%
2,23,4,30,1,147,1,0,32,37,44,50,77,47,41,18
3,19,3,8,5,147,0,1,52,24,55,57,110,67,55,25
3,16,2,11,3,164,0,1,45,30,51,66,97,59,63,24
3,29,1,12,4,140,0,1,43,31,51,50,94,57,39,18
3,0,5,15,4,143,1,0,31,37,46,44,76,46,48,21
3,13,3,18,2,143,1,0,44,27,50,50,99,61,40,16
3,5,3,20,2,155,1,0,54,20,58,33,116,71,51,21
3,24,2,22,1,140,1,0,27,49,42,75,60,36,32,14
3,4,1,25,5,147,0,1,50,21,58,50,111,68,54,22
3,17,2,26,3,143,0,1,27,46,44,37,63,38,35,15
3,28,5,31,1,143,1,0,40,30,51,37,92,56,58,23
4,2,2,1,1,151,1,0,51,26,53,50,107,65,50,21
4,7,6,6,4,159,1,0,56,19,57,66,119,73,67,24
4,30,5,9,0,142,1,0,44,26,52,62,100,61,48,18
4,14,3,19,2,150,1,0,53,22,55,55,113,69,53,20
4,10,3,22,2,161,1,0,32,40,42,60,74,45,37,16
5,3,3,1,1,136,1,0,32,39,44,50,75,46,47,21
5,17,1,5,2,145,0,1,27,46,44,37,63,38,35,15
5,28,0,4,1,152,0,1,40,30,51,37,92,56,58,23
5,27,7,10,4,149,1,0,54,21,55,75,115,70,63,27
5,23,4,12,5,150,0,1,32,37,44,50,77,47,41,18
5,11,7,15,2,140,1,0,49,27,53,83,104,64,61,25
5,0,2,20,1,142,1,0,31,37,46,44,76,46,48,21
5,13,3,21,4,150,0,1,44,27,50,50,99,61,40,16
5,31,4,25,1,140,1,0,39,32,49,33,89,54,52,21
5,29,3,26,2,161,1,0,43,31,51,50,94,57,39,18
6,23,1,5,2,149,0,1,32,37,44,50,77,47,41,18
6,3,1,7,4,151,0,1,32,39,44,50,75,46,47,21
6,2,1,9,6,141,0,1,51,26,53,50,107,65,50,21
6,8,6,15,3,145,1,0,37,38,46,57,81,49,41,18
6,14,4,18,3,145,1,0,53,22,55,55,113,69,53,20
6,24,2,19,3,147,0,1,27,49,42,75,60,36,32,14
6,13,4,22,3,151,1,0,44,27,50,50,99,61,40,16
0,12,8,8,4,148,1,0,58,18,58,42,122,75,64,24
0,28,3,6,1,141,1,0,40,30,51,37,92,56,58,23
0,0,1,10,2,146,0,1,31,37,46,44,76,46,48,21
0,11,2,20,3,152,0,1,49,27,53,83,104,64,61,25
0,17,4,27,6,151,0,1,27,46,44,37,63,38,35,15
1,24,2,2,3,151,0,1,27,49,42,75,60,36,32,14
1,1,3,7,2,159,1,0,25,50,40,20,57,35,28,13
1,4,4,9,3,143,1,0,50,21,58,50,111,68,54,22
1,27,7,17,1,148,1,0,54,21,55,75,115,70,63,27
1,28,2,16,4,143,0,1,40,30,51,37,92,56,58,23
1,20,1,18,4,140,0,1,33,42,45,60,73,44,47,19
1,12,2,19,5,150,0,1,58,18,58,42,122,75,64,24
1,31,1,21,3,144,0,1,39,32,49,33,89,54,52,21
1,30,4,22,3,163,1,0,44,26,52,62,100,61,48,18
1,23,2,26,3,155,0,1,32,37,44,50,77,47,41,18
1,3,2,29,5,147,0,1,32,39,44,50,75,46,47,21
2,4,4,1,2,143,1,0,50,21,58,50,111,68,54,22
2,14,5,6,0,135,1,0,53,22,55,55,113,69,53,20
2,13,5,10,3,143,1,0,44,27,50,50,99,61,40,16
2,24,3,18,0,136,1,0,27,49,42,75,60,36,32,14
2,11,5,30,3,146,1,0,49,27,53,83,104,64,61,25
0,17,1,20,4,132,0,1,27,46,44,37,63,38,35,15
0,5,3,27,4,159,0,1,54,20,58,33,116,71,51,21
1,22,4,2,2,152,1,0,46,25,54,30,103,63,50,20
1,29,4,11,0,138,1,0,43,31,51,50,94,57,39,18
1,17,7,15,1,143,1,0,27,46,44,37,63,38,35,15
1,5,3,20,4,145,0,1,54,20,58,33,116,71,51,21
1,1,1,28,5,141,0,1,25,50,40,20,57,35,28,13
1,14,0,31,2,143,0,1,53,22,55,55,113,69,53,20
1,8,5,30,4,153,1,0,37,38,46,57,81,49,41,18
2,29,0,4,6,145,0,1,43,31,51,50,94,57,39,18
2,16,3,9,4,157,0,1,45,30,51,66,97,59,63,24
2,6,4,11,1,142,1,0,28,42,42,75,68,41,47,19
2,10,6,21,3,146,1,0,32,40,42,60,74,45,37,16
2,1,5,24,2,147,1,0,25,50,40,20,57,35,28,13
2,18,6,28,3,138,1,0,37,35,49,25,84,51,46,22
3,5,6,2,0,163,1,0,54,20,58,33,116,71,51,21
3,8,4,3,3,143,1,0,37,38,46,57,81,49,41,18
3,27,2,4,5,147,0,1,54,21,55,75,115,70,63,27
3,26,2,7,3,161,0,1,51,23,55,28,110,67,62,23
3,30,5,15,2,148,1,0,44,26,52,62,100,61,48,18
3,22,2,20,0,138,1,0,46,25,54,30,103,63,50,20
3,17,7,25,4,154,1,0,27,46,44,37,63,38,35,15
4,24,4,0,3,148,1,0,27,49,42,75,60,36,32,14
4,26,4,1,3,136,1,0,51,23,55,28,110,67,62,23
4,31,3,9,4,154,0,1,39,32,49,33,89,54,52,21
4,18,1,11,3,140,0,1,37,35,49,25,84,51,46,22
5,18,2,4,5,148,0,1,37,35,49,25,84,51,46,22
5,21,2,10,4,146,0,1,25,46,41,20,61,37,30,12
5,5,2,14,3,153,0,1,54,20,58,33,116,71,51,21
5,8,2,15,1,148,1,0,37,38,46,57,81,49,41,18
5,31,5,16,2,150,1,0,39,32,49,33,89,54,52,21
5,2,2,20,0,148,1,0,51,26,53,50,107,65,50,21
5,6,1,25,5,138,0,1,28,42,42,75,68,41,47,19
5,27,2,28,3,145,0,1,54,21,55,75,115,70,63,27
6,7,4,9,0,140,1,0,56,19,57,66,119,73,67,24
6,3,5,15,3,139,1,0,32,39,44,50,75,46,47,21
6,22,4,17,2,136,1,0,46,25,54,30,103,63,50,20
6,20,4,30,1,151,1,0,33,42,45,60,73,44,47,19
0,10,4,14,7,161,0,1,32,40,42,60,74,45,37,16
0,27,6,24,2,150,1,0,54,21,55,75,115,70,63,27
0,11,3,23,0,138,1,0,49,27,53,83,104,64,61,25
0,6,3,31,1,134,1,0,28,42,42,75,68,41,47,19
1,18,3,3,6,145,0,1,37,35,49,25,84,51,46,22
1,8,2,4,6,140,0,1,37,38,46,57,81,49,41,18
1,9,4,7,1,160,1,0,46,30,48,71,98,60,54,22
1,11,5,13,2,148,1,0,49,27,53,83,104,64,61,25
1,26,6,17,3,153,1,0,51,23,55,28,110,67,62,23
1,30,4,16,1,151,1,0,44,26,52,62,100,61,48,18
1,2,1,19,2,158,0,1,51,26,53,50,107,65,50,21
1,25,5,20,2,147,1,0,49,22,56,40,109,67,65,26
1,21,4,22,5,154,0,1,25,46,41,20,61,37,30,12
2,12,3,5,2,155,1,0,58,18,58,42,122,75,64,24
2,0,2,4,6,149,0,1,31,37,46,44,76,46,48,21
2,7,2,29,0,148,1,0,56,19,57,66,119,73,67,24
2,14,3,31,6,143,0,1,53,22,55,55,113,69,53,20
3,20,3,3,1,142,1,0,33,42,45,60,73,44,47,19
3,8,7,6,4,146,1,0,37,38,46,57,81,49,41,18
3,0,3,11,7,151,0,1,31,37,46,44,76,46,48,21
3,25,2,15,3,158,0,1,49,22,56,40,109,67,65,26
3,2,1,18,4,140,0,1,51,26,53,50,107,65,50,21
3,10,3,19,2,163,1,0,32,40,42,60,74,45,37,16
3,30,5,21,3,156,1,0,44,26,52,62,100,61,48,18
3,28,5,23,4,149,1,0,40,30,51,37,92,56,58,23
3,22,1,27,4,150,0,1,46,25,54,30,103,63,50,20
3,24,3,31,5,143,0,1,27,49,42,75,60,36,32,14
4,16,3,5,5,155,0,1,45,30,51,66,97,59,63,24
4,9,1,6,0,144,1,0,46,30,48,71,98,60,54,22
4,12,6,14,2,150,1,0,58,18,58,42,122,75,64,24
4,13,4,29,3,154,1,0,44,27,50,50,99,61,40,16
5,13,5,1,3,137,1,0,44,27,50,50,99,61,40,16
5,7,5,3,3,138,1,0,56,19,57,66,119,73,67,24
5,24,1,4,2,141,0,1,27,49,42,75,60,36,32,14
5,2,3,20,2,149,1,0,51,26,53,50,107,65,50,21
5,25,6,27,3,145,1,0,49,22,56,40,109,67,65,26
5,0,7,28,4,144,1,0,31,37,46,44,76,46,48,21
5,11,4,31,2,146,1,0,49,27,53,83,104,64,61,25
6,9,1,1,3,138,0,1,46,30,48,71,98,60,54,22
6,3,3,8,7,159,0,1,32,39,44,50,75,46,47,21
6,12,5,6,2,153,1,0,58,18,58,42,122,75,64,24
6,14,7,11,3,143,1,0,53,22,55,55,113,69,53,20
6,15,3,18,2,148,1,0,22,49,40,60,55,33,34,13
6,19,2,20,1,139,1,0,52,24,55,57,110,67,55,25
6,5,4,22,3,145,1,0,54,20,58,33,116,71,51,21
6,29,4,23,1,151,1,0,43,31,51,50,94,57,39,18
0,7,1,2,5,152,0,1,56,19,57,66,119,73,67,24
0,31,1,4,3,142,0,1,39,32,49,33,89,54,52,21
0,27,2,15,5,149,0,1,54,21,55,75,115,70,63,27
0,5,4,21,3,161,1,0,54,20,58,33,116,71,51,21
0,24,2,28,5,150,0,1,27,49,42,75,60,36,32,14
1,23,3,0,4,164,0,1,32,37,44,50,77,47,41,18
1,27,3,8,4,152,0,1,54,21,55,75,115,70,63,27
1,16,6,12,4,155,1,0,45,30,51,66,97,59,63,24
1,14,3,20,4,140,0,1,53,22,55,55,113,69,53,20
1,25,4,21,1,144,1,0,49,22,56,40,109,67,65,26
1,18,5,24,2,141,1,0,37,35,49,25,84,51,46,22
2,13,3,1,2,139,1,0,44,27,50,50,99,61,40,16
2,31,2,9,3,147,0,1,39,32,49,33,89,54,52,21
2,7,5,10,2,149,1,0,56,19,57,66,119,73,67,24
2,3,0,15,4,142,0,1,32,39,44,50,75,46,47,21
2,11,3,26,5,143,0,1,49,27,53,83,104,64,61,25
3,8,6,12,3,147,1,0,37,38,46,57,81,49,41,18
3,9,1,16,2,156,0,1,46,30,48,71,98,60,54,22
3,30,1,19,4,144,0,1,44,26,52,62,100,61,48,18
3,17,6,22,1,142,1,0,27,46,44,37,63,38,35,15
3,2,3,24,2,150,1,0,51,26,53,50,107,65,50,21
3,18,3,23,4,159,0,1,37,35,49,25,84,51,46,22
3,14,1,27,3,145,0,1,53,22,55,55,113,69,53,20
3,4,1,28,7,155,0,1,50,21,58,50,111,68,54,22
4,13,4,0,1,145,1,0,44,27,50,50,99,61,40,16
4,29,1,1,3,140,0,1,43,31,51,50,94,57,39,18
4,8,0,5,4,148,0,1,37,38,46,57,81,49,41,18
4,17,5,6,8,156,0,1,27,46,44,37,63,38,35,15
4,31,3,7,6,144,0,1,39,32,49,33,89,54,52,21
4,3,3,25,5,143,0,1,32,39,44,50,75,46,47,21
5,14,3,4,7,160,0,1,53,22,55,55,113,69,53,20
5,27,10,10,7,147,1,0,54,21,55,75,115,70,63,27
5,11,4,12,3,154,1,0,49,27,53,83,104,64,61,25
5,18,2,13,5,148,0,1,37,35,49,25,84,51,46,22
5,26,3,16,2,161,1,0,51,23,55,28,110,67,62,23
5,15,2,20,1,143,1,0,22,49,40,60,55,33,34,13
5,30,1,21,2,147,0,1,44,26,52,62,100,61,48,18
5,19,0,22,1,149,0,1,52,24,55,57,110,67,55,25
5,2,3,23,1,143,1,0,51,26,53,50,107,65,50,21
5,7,3,29,2,143,1,0,56,19,57,66,119,73,67,24
6,18,4,0,0,147,1,0,37,35,49,25,84,51,46,22
6,31,5,1,3,139,1,0,39,32,49,33,89,54,52,21
6,11,1,5,2,162,0,1,49,27,53,83,104,64,61,25
6,22,3,8,2,149,1,0,46,25,54,30,103,63,50,20
6,25,4,6,0,141,1,0,49,22,56,40,109,67,65,26
6,3,2,9,4,147,0,1,32,39,44,50,75,46,47,21
6,28,5,19,2,143,1,0,40,30,51,37,92,56,58,23
6,24,1,23,3,148,0,1,27,49,42,75,60,36,32,14
0,2,7,13,0,155,1,0,51,26,53,50,107,65,50,21
0,28,2,17,7,148,0,1,40,30,51,37,92,56,58,23
0,27,5,30,3,150,1,0,54,21,55,75,115,70,63,27
1,2,3,0,4,152,0,1,51,26,53,50,107,65,50,21
1,17,3,8,4,158,0,1,27,46,44,37,63,38,35,15
1,18,3,7,5,143,0,1,37,35,49,25,84,51,46,22
1,5,3,10,4,161,0,1,54,20,58,33,116,71,51,21
1,4,5,14,1,149,1,0,50,21,58,50,111,68,54,22
1,11,3,21,0,148,1,0,49,27,53,83,104,64,61,25
1,20,2,26,5,155,0,1,33,42,45,60,73,44,47,19
1,23,1,29,3,140,0,1,32,37,44,50,77,47,41,18
1,15,4,31,8,155,0,1,22,49,40,60,55,33,34,13
2,13,3,9,4,151,0,1,44,27,50,50,99,61,40,16
2,25,3,19,5,145,0,1,49,22,56,40,109,67,65,26
2,16,3,24,4,148,0,1,45,30,51,66,97,59,63,24
2,3,5,27,1,139,1,0,32,39,44,50,75,46,47,21
3,7,1,1,2,145,0,1,56,19,57,66,119,73,67,24
3,15,5,4,4,153,1,0,22,49,40,60,55,33,34,13
3,11,3,6,4,154,0,1,49,27,53,83,104,64,61,25
3,20,0,12,3,156,0,1,33,42,45,60,73,44,47,19
3,28,4,18,3,144,1,0,40,30,51,37,92,56,58,23
3,14,5,21,4,152,1,0,53,22,55,55,113,69,53,20
3,22,5,26,1,157,1,0,46,25,54,30,103,63,50,20
3,2,5,29,2,146,1,0,51,26,53,50,107,65,50,21
3,5,0,30,4,142,0,1,54,20,58,33,116,71,51,21
4,29,5,0,4,151,1,0,43,31,51,50,94,57,39,18
4,14,4,3,5,149,0,1,53,22,55,55,113,69,53,20
4,22,2,5,3,160,0,1,46,25,54,30,103,63,50,20
4,13,4,8,3,148,1,0,44,27,50,50,99,61,40,16
4,17,1,19,3,145,0,1,27,46,44,37,63,38,35,15
4,10,1,26,3,147,0,1,32,40,42,60,74,45,37,16
4,9,4,31,3,154,1,0,46,30,48,71,98,60,54,22
5,20,5,1,8,147,0,1,33,42,45,60,73,44,47,19
5,2,5,8,4,159,1,0,51,26,53,50,107,65,50,21
5,4,4,7,3,153,1,0,50,21,58,50,111,68,54,22
5,15,5,11,2,151,1,0,22,49,40,60,55,33,34,13
5,10,2,12,6,141,0,1,32,40,42,60,74,45,37,16
5,25,1,18,2,150,0,1,49,22,56,40,109,67,65,26
5,6,3,21,4,158,0,1,28,42,42,75,68,41,47,19
5,16,8,23,0,151,1,0,45,30,51,66,97,59,63,24
5,28,6,27,4,149,1,0,40,30,51,37,92,56,58,23
5,24,2,30,5,145,0,1,27,49,42,75,60,36,32,14
6,23,2,0,3,149,0,1,32,37,44,50,77,47,41,18
6,13,3,3,0,152,1,0,44,27,50,50,99,61,40,16
6,24,2,5,3,153,0,1,27,49,42,75,60,36,32,14
6,26,6,6,3,143,1,0,51,23,55,28,110,67,62,23
6,9,6,14,3,162,1,0,46,30,48,71,98,60,54,22
6,25,2,17,3,145,0,1,49,22,56,40,109,67,65,26
6,20,1,29,2,151,0,1,33,42,45,60,73,44,47,19
6,19,4,31,1,136,1,0,52,24,55,57,110,67,55,25
0,13,3,2,2,163,1,0,44,27,50,50,99,61,40,16
0,12,6,3,1,144,1,0,58,18,58,42,122,75,64,24
0,27,5,8,4,155,1,0,54,21,55,75,115,70,63,27
0,11,1,4,3,151,0,1,49,27,53,83,104,64,61,25
0,7,5,18,4,151,1,0,56,19,57,66,119,73,67,24
1,30,5,4,4,150,1,0,44,26,52,62,100,61,48,18
1,0,3,6,8,145,0,1,31,37,46,44,76,46,48,21
1,1,9,10,2,149,1,0,25,50,40,20,57,35,28,13
1,19,2,14,5,141,0,1,52,24,55,57,110,67,55,25
1,7,3,17,5,150,0,1,56,19,57,66,119,73,67,24
1,9,1,16,2,138,0,1,46,30,48,71,98,60,54,22
1,29,1,21,2,156,0,1,43,31,51,50,94,57,39,18
1,12,4,22,3,149,1,0,58,18,58,42,122,75,64,24
1,20,4,25,1,137,1,0,33,42,45,60,73,44,47,19
1,24,4,27,6,150,0,1,27,49,42,75,60,36,32,14
1,26,4,31,7,138,0,1,51,23,55,28,110,67,62,23
2,30,3,11,4,161,0,1,44,26,52,62,100,61,48,18
2,15,3,28,5,146,0,1,22,49,40,60,55,33,34,13
3,6,3,2,4,151,0,1,28,42,42,75,68,41,47,19
3,29,1,3,3,144,0,1,43,31,51,50,94,57,39,18
3,7,0,5,2,146,0,1,56,19,57,66,119,73,67,24
3,26,1,4,4,145,0,1,51,23,55,28,110,67,62,23
3,14,6,10,5,172,1,0,53,22,55,55,113,69,53,20
3,21,3,12,6,162,0,1,25,46,41,20,61,37,30,12
3,23,4,13,3,148,1,0,32,37,44,50,77,47,41,18
3,31,2,17,1,136,1,0,39,32,49,33,89,54,52,21
3,0,1,16,4,158,0,1,31,37,46,44,76,46,48,21
3,8,0,18,6,151,0,1,37,38,46,57,81,49,41,18
3,24,3,20,4,149,0,1,27,49,42,75,60,36,32,14
3,19,2,25,6,144,0,1,52,24,55,57,110,67,55,25
3,1,5,27,4,146,1,0,25,50,40,20,57,35,28,13
4,14,2,8,3,161,0,1,53,22,55,55,113,69,53,20
4,31,2,18,5,147,0,1,39,32,49,33,89,54,52,21
4,29,2,22,5,143,0,1,43,31,51,50,94,57,39,18
4,30,4,28,3,153,1,0,44,26,52,62,100,61,48,18
5,1,2,2,3,144,0,1,25,50,40,20,57,35,28,13
5,21,1,5,3,143,0,1,25,46,41,20,61,37,30,12
5,10,0,4,3,148,0,1,32,40,42,60,74,45,37,16
5,19,7,9,4,147,1,0,52,24,55,57,110,67,55,25
5,26,1,11,4,159,0,1,51,23,55,28,110,67,62,23
5,24,4,15,3,171,1,0,27,49,42,75,60,36,32,14
5,0,1,17,2,150,0,1,31,37,46,44,76,46,48,21
5,25,7,16,4,152,1,0,49,22,56,40,109,67,65,26
5,6,6,20,3,146,1,0,28,42,42,75,68,41,47,19
5,13,0,23,5,138,0,1,44,27,50,50,99,61,40,16
6,27,2,3,5,166,0,1,54,21,55,75,115,70,63,27
6,29,4,8,6,153,0,1,43,31,51,50,94,57,39,18
6,4,0,7,3,147,0,1,50,21,58,50,111,68,54,22
6,12,2,13,3,159,0,1,58,18,58,42,122,75,64,24
6,16,6,14,2,149,1,0,45,30,51,66,97,59,63,24
6,0,3,18,4,150,0,1,31,37,46,44,76,46,48,21
6,15,4,21,3,155,1,0,22,49,40,60,55,33,34,13
6,5,2,22,4,158,0,1,54,20,58,33,116,71,51,21
6,31,4,25,3,148,1,0,39,32,49,33,89,54,52,21
6,26,2,28,1,148,1,0,51,23,55,28,110,67,62,23
0,1,5,20,3,142,1,0,25,50,40,20,57,35,28,13
1,2,2,6,1,154,1,0,51,26,53,50,107,65,50,21
1,10,5,11,7,150,0,1,32,40,42,60,74,45,37,16
1,7,3,13,0,146,1,0,56,19,57,66,119,73,67,24
1,1,6,15,3,146,1,0,25,50,40,20,57,35,28,13
1,22,1,16,4,143,0,1,46,25,54,30,103,63,50,20
1,0,3,19,4,148,0,1,31,37,46,44,76,46,48,21
1,12,3,23,2,153,1,0,58,18,58,42,122,75,64,24
1,9,0,27,4,142,0,1,46,30,48,71,98,60,54,22
1,17,3,28,6,152,0,1,27,46,44,37,63,38,35,15
1,29,3,31,7,145,0,1,43,31,51,50,94,57,39,18
1,18,3,30,4,165,0,1,37,35,49,25,84,51,46,22
2,17,3,4,6,146,0,1,27,46,44,37,63,38,35,15
2,2,2,14,4,160,0,1,51,26,53,50,107,65,50,21
2,8,4,20,1,143,1,0,37,38,46,57,81,49,41,18
2,26,4,24,1,147,1,0,51,23,55,28,110,67,62,23
3,30,7,8,2,156,1,0,44,26,52,62,100,61,48,18
3,3,1,11,6,148,0,1,32,39,44,50,75,46,47,21
3,23,0,13,3,137,0,1,32,37,44,50,77,47,41,18
3,9,4,15,3,161,1,0,46,30,48,71,98,60,54,22
3,18,2,19,1,136,1,0,37,35,49,25,84,51,46,22
3,16,4,21,5,163,0,1,45,30,51,66,97,59,63,24
3,22,3,25,2,163,1,0,46,25,54,30,103,63,50,20
3,5,2,27,3,139,0,1,54,20,58,33,116,71,51,21
3,10,1,28,0,146,1,0,32,40,42,60,74,45,37,16
3,12,3,29,5,153,0,1,58,18,58,42,122,75,64,24
4,12,3,0,0,148,1,0,58,18,58,42,122,75,64,24
4,30,4,5,3,179,1,0,44,26,52,62,100,61,48,18
4,3,1,4,0,143,1,0,32,39,44,50,75,46,47,21
4,21,1,20,3,154,0,1,25,46,41,20,61,37,30,12
4,7,5,23,3,147,1,0,56,19,57,66,119,73,67,24
4,2,4,31,2,150,1,0,51,26,53,50,107,65,50,21
5,22,4,1,1,139,1,0,46,25,54,30,103,63,50,20
5,25,4,8,5,149,0,1,49,22,56,40,109,67,65,26
5,17,3,11,6,155,0,1,27,46,44,37,63,38,35,15
5,6,1,14,3,146,0,1,28,42,42,75,68,41,47,19
5,20,1,15,5,149,0,1,33,42,45,60,73,44,47,19
5,27,3,16,6,158,0,1,54,21,55,75,115,70,63,27
5,9,2,18,4,146,0,1,46,30,48,71,98,60,54,22
