date,away_team,away_goals,home_team,home_goals,length_of_game_min,outcome,home_wins
2022-03-29,Dallas Stars,3.0,Anaheim Ducks,2.0,150.0,1,0
2022-03-29,Toronto Maple Leafs,6.0,Boston Bruins,4.0,154.0,1,0
2022-03-29,New York Islanders,4.0,Columbus Blue Jackets,3.0,142.0,1,0
2022-03-29,Colorado Avalanche,2.0,Calgary Flames,1.0,160.0,1,0
2022-03-29,Montreal Canadiens,4.0,Florida Panthers,7.0,159.0,0,1
2022-03-29,Philadelphia Flyers,1.0,Minnesota Wild,4.0,145.0,0,1
2022-03-29,Ottawa Senators,1.0,Nashville Predators,4.0,161.0,0,1
2022-03-29,New York Rangers,3.0,Pittsburgh Penguins,2.0,137.0,1,0
2022-03-29,Carolina Hurricanes,3.0,Tampa Bay Lightning,4.0,157.0,0,1
2022-03-30,San Jose Sharks,2.0,Arizona Coyotes,5.0,143.0,0,1
2022-03-30,Winnipeg Jets,3.0,Buffalo Sabres,2.0,150.0,1,0
2022-03-30,New York Rangers,5.0,Detroit Red Wings,4.0,147.0,1,0
2022-03-30,Los Angeles Kings,3.0,Edmonton Oilers,4.0,158.0,0,1
2022-03-30,Vegas Golden Knights,3.0,Seattle Kraken,0.0,139.0,1,0
2022-03-30,St. Louis Blues,4.0,Vancouver Canucks,3.0,142.0,1,0
2022-03-31,Dallas Stars,3.0,Anaheim Ducks,2.0,150.0,1,0
2022-03-31,New Jersey Devils,1.0,Boston Bruins,8.0,169.0,0,1
2022-03-31,Montreal Canadiens,0.0,Carolina Hurricanes,4.0,150.0,0,1
2022-03-31,Los Angeles Kings,3.0,Calgary Flames,2.0,154.0,1,0
2022-03-31,San Jose Sharks,2.0,Colorado Avalanche,4.0,145.0,0,1
2022-03-31,Chicago Blackhawks,0.0,Florida Panthers,4.0,150.0,0,1
2022-03-31,Pittsburgh Penguins,4.0,Minnesota Wild,3.0,161.0,1,0
2022-03-31,Columbus Blue Jackets,2.0,New York Islanders,5.0,139.0,0,1
2022-03-31,Winnipeg Jets,3.0,Toronto Maple Leafs,7.0,159.0,0,1
2022-04-01,Anaheim Ducks,5.0,Arizona Coyotes,0.0,147.0,1,0
2022-04-01,Nashville Predators,3.0,Buffalo Sabres,4.0,142.0,0,1
2022-04-01,Ottawa Senators,5.0,Detroit Red Wings,2.0,152.0,1,0
2022-04-01,St. Louis Blues,5.0,Edmonton Oilers,6.0,154.0,0,1
2022-04-01,New York Islanders,3.0,New York Rangers,0.0,141.0,1,0
2022-04-01,Vegas Golden Knights,5.0,Seattle Kraken,2.0,149.0,1,0
2022-04-01,Chicago Blackhawks,2.0,Tampa Bay Lightning,5.0,144.0,0,1
2022-04-02,Columbus Blue Jackets,2.0,Boston Bruins,5.0,143.0,0,1
2022-04-02,Minnesota Wild,3.0,Carolina Hurricanes,1.0,155.0,1,0
2022-04-02,St. Louis Blues,6.0,Calgary Flames,4.0,152.0,1,0
2022-04-02,Pittsburgh Penguins,2.0,Colorado Avalanche,3.0,157.0,0,1
2022-04-02,Florida Panthers,7.0,New Jersey Devils,6.0,149.0,1,0
2022-04-02,Toronto Maple Leafs,6.0,Philadelphia Flyers,3.0,144.0,1,0
2022-04-02,Dallas Stars,5.0,San Jose Sharks,4.0,139.0,1,0
2022-04-02,Montreal Canadiens,5.0,Tampa Bay Lightning,4.0,163.0,1,0
2022-04-02,Los Angeles Kings,3.0,Winnipeg Jets,2.0,145.0,1,0
2022-04-03,Edmonton Oilers,6.0,Anaheim Ducks,1.0,150.0,1,0
2022-04-03,Florida Panthers,5.0,Buffalo Sabres,3.0,149.0,1,0
2022-04-03,Arizona Coyotes,3.0,Chicago Blackhawks,2.0,150.0,1,0
2022-04-03,New York Islanders,4.0,New Jersey Devils,3.0,146.0,1,0
2022-04-03,Philadelphia Flyers,4.0,New York Rangers,3.0,160.0,1,0
2022-04-03,Detroit Red Wings,2.0,Ottawa Senators,5.0,147.0,0,1
2022-04-03,Dallas Stars,1.0,Seattle Kraken,4.0,147.0,0,1
2022-04-03,Vegas Golden Knights,3.0,Vancouver Canucks,2.0,147.0,1,0
2022-04-03,Minnesota Wild,5.0,Washington Capitals,1.0,148.0,1,0
2022-04-04,Boston Bruins,3.0,Columbus Blue Jackets,2.0,165.0,1,0
2022-04-04,Calgary Flames,3.0,Los Angeles Kings,2.0,150.0,1,0
2022-04-04,Arizona Coyotes,1.0,St. Louis Blues,5.0,139.0,0,1
2022-04-04,Toronto Maple Leafs,6.0,Tampa Bay Lightning,2.0,151.0,1,0
2022-04-05,Carolina Hurricanes,2.0,Buffalo Sabres,4.0,145.0,0,1
2022-04-05,New York Islanders,2.0,Dallas Stars,3.0,144.0,0,1
2022-04-05,Boston Bruins,3.0,Detroit Red Wings,5.0,155.0,0,1
2022-04-05,Toronto Maple Leafs,6.0,Florida Panthers,7.0,169.0,0,1
2022-04-05,Ottawa Senators,6.0,Montreal Canadiens,3.0,147.0,1,0
2022-04-05,New York Rangers,3.0,New Jersey Devils,1.0,140.0,1,0
2022-04-05,Minnesota Wild,2.0,Nashville Predators,6.0,163.0,0,1
2022-04-05,Columbus Blue Jackets,4.0,Philadelphia Flyers,2.0,144.0,1,0
2022-04-05,Colorado Avalanche,6.0,Pittsburgh Penguins,4.0,151.0,1,0
2022-04-05,Edmonton Oilers,2.0,San Jose Sharks,1.0,140.0,1,0
2022-04-06,Calgary Flames,4.0,Anaheim Ducks,2.0,141.0,1,0
2022-04-06,Seattle Kraken,1.0,St. Louis Blues,4.0,141.0,0,1
2022-04-06,Vancouver Canucks,5.0,Vegas Golden Knights,1.0,140.0,1,0
2022-04-06,Detroit Red Wings,3.0,Winnipeg Jets,1.0,141.0,1,0
2022-04-06,Tampa Bay Lightning,3.0,Washington Capitals,4.0,158.0,0,1
2022-04-07,Vancouver Canucks,5.0,Arizona Coyotes,1.0,134.0,1,0
2022-04-07,Buffalo Sabres,3.0,Carolina Hurricanes,5.0,138.0,0,1
2022-04-07,Philadelphia Flyers,4.0,Columbus Blue Jackets,1.0,131.0,1,0
2022-04-07,Seattle Kraken,2.0,Chicago Blackhawks,0.0,136.0,1,0
2022-04-07,Toronto Maple Leafs,4.0,Dallas Stars,3.0,151.0,1,0
2022-04-07,Edmonton Oilers,3.0,Los Angeles Kings,2.0,141.0,1,0
2022-04-07,Montreal Canadiens,7.0,New Jersey Devils,4.0,144.0,1,0
2022-04-07,Pittsburgh Penguins,0.0,New York Rangers,3.0,144.0,0,1
2022-04-07,Nashville Predators,3.0,Ottawa Senators,2.0,162.0,1,0
2022-04-07,Calgary Flames,4.0,San Jose Sharks,2.0,147.0,1,0
2022-04-08,New York Islanders,2.0,Carolina Hurricanes,1.0,138.0,1,0
2022-04-08,Buffalo Sabres,3.0,Florida Panthers,4.0,140.0,0,1
2022-04-08,Minnesota Wild,3.0,St. Louis Blues,4.0,155.0,0,1
2022-04-08,Boston Bruins,2.0,Tampa Bay Lightning,1.0,154.0,1,0
2022-04-08,Colorado Avalanche,5.0,Winnipeg Jets,4.0,155.0,1,0
2022-04-09,New Jersey Devils,3.0,Dallas Stars,1.0,143.0,1,0
2022-04-09,Columbus Blue Jackets,5.0,Detroit Red Wings,4.0,154.0,1,0
2022-04-09,Colorado Avalanche,2.0,Edmonton Oilers,1.0,157.0,1,0
2022-04-09,Florida Panthers,4.0,Nashville Predators,1.0,150.0,1,0
2022-04-09,Ottawa Senators,1.0,New York Rangers,5.0,146.0,0,1
2022-04-09,Anaheim Ducks,5.0,Philadelphia Flyers,3.0,148.0,1,0
2022-04-09,Washington Capitals,6.0,Pittsburgh Penguins,3.0,159.0,1,0
2022-04-09,Calgary Flames,4.0,Seattle Kraken,1.0,144.0,1,0
2022-04-09,New York Islanders,1.0,St. Louis Blues,6.0,147.0,0,1
2022-04-09,Montreal Canadiens,2.0,Toronto Maple Leafs,3.0,148.0,0,1
2022-04-09,San Jose Sharks,2.0,Vancouver Canucks,4.0,154.0,0,1
2022-04-09,Arizona Coyotes,1.0,Vegas Golden Knights,6.0,143.0,0,1
2022-04-10,Anaheim Ducks,2.0,Carolina Hurricanes,5.0,156.0,0,1
2022-04-10,Dallas Stars,6.0,Chicago Blackhawks,4.0,145.0,1,0
2022-04-10,Los Angeles Kings,3.0,Minnesota Wild,6.0,149.0,0,1
2022-04-10,Winnipeg Jets,4.0,Ottawa Senators,3.0,153.0,1,0
2022-04-10,Nashville Predators,2.0,Pittsburgh Penguins,3.0,155.0,0,1
2022-04-10,Buffalo Sabres,0.0,Tampa Bay Lightning,5.0,142.0,0,1
2022-04-10,Boston Bruins,2.0,Washington Capitals,4.0,159.0,0,1
2022-04-11,Winnipeg Jets,4.0,Montreal Canadiens,2.0,143.0,1,0
2022-04-12,New Jersey Devils,6.0,Arizona Coyotes,2.0,143.0,1,0
2022-04-12,St. Louis Blues,4.0,Boston Bruins,2.0,151.0,1,0
2022-04-12,Seattle Kraken,3.0,Calgary Flames,5.0,148.0,0,1
2022-04-12,Los Angeles Kings,5.0,Chicago Blackhawks,2.0,139.0,1,0
2022-04-12,Tampa Bay Lightning,0.0,Dallas Stars,1.0,148.0,0,1
2022-04-12,Ottawa Senators,4.0,Detroit Red Wings,1.0,144.0,1,0
2022-04-12,Anaheim Ducks,2.0,Florida Panthers,3.0,152.0,0,1
2022-04-12,Edmonton Oilers,1.0,Minnesota Wild,5.0,152.0,0,1
2022-04-12,San Jose Sharks,0.0,Nashville Predators,1.0,158.0,0,1
2022-04-12,Pittsburgh Penguins,4.0,New York Islanders,5.0,160.0,0,1
2022-04-12,Carolina Hurricanes,4.0,New York Rangers,2.0,146.0,1,0
2022-04-12,Buffalo Sabres,5.0,Toronto Maple Leafs,2.0,144.0,1,0
2022-04-12,Vegas Golden Knights,4.0,Vancouver Canucks,5.0,150.0,0,1
2022-04-12,Philadelphia Flyers,2.0,Washington Capitals,9.0,149.0,0,1
2022-04-13,Montreal Canadiens,1.0,Columbus Blue Jackets,5.0,144.0,0,1
2022-04-13,Los Angeles Kings,3.0,Colorado Avalanche,9.0,142.0,0,1
2022-04-13,New York Rangers,4.0,Philadelphia Flyers,0.0,139.0,1,0
2022-04-14,Ottawa Senators,3.0,Boston Bruins,2.0,159.0,1,0
2022-04-14,St. Louis Blues,6.0,Buffalo Sabres,2.0,142.0,1,0
2022-04-14,Detroit Red Wings,3.0,Carolina Hurricanes,0.0,151.0,1,0
2022-04-14,Vegas Golden Knights,6.0,Calgary Flames,1.0,150.0,1,0
2022-04-14,San Jose Sharks,4.0,Chicago Blackhawks,5.0,165.0,0,1
2022-04-14,New Jersey Devils,1.0,Colorado Avalanche,3.0,140.0,0,1
2022-04-14,Minnesota Wild,3.0,Dallas Stars,2.0,151.0,1,0
2022-04-14,Edmonton Oilers,4.0,Nashville Predators,0.0,154.0,1,0
2022-04-14,New York Islanders,3.0,Pittsburgh Penguins,6.0,149.0,0,1
2022-04-14,Anaheim Ducks,3.0,Tampa Bay Lightning,4.0,155.0,0,1
2022-04-14,Washington Capitals,3.0,Toronto Maple Leafs,7.0,150.0,0,1
2022-04-14,Arizona Coyotes,1.0,Vancouver Canucks,7.0,142.0,0,1
2022-04-15,Winnipeg Jets,1.0,Florida Panthers,6.0,147.0,0,1
2022-04-15,New York Islanders,3.0,Montreal Canadiens,0.0,142.0,1,0
2022-04-16,Pittsburgh Penguins,1.0,Boston Bruins,2.0,146.0,0,1
2022-04-16,Philadelphia Flyers,3.0,Buffalo Sabres,4.0,144.0,0,1
2022-04-16,Arizona Coyotes,1.0,Calgary Flames,9.0,146.0,0,1
2022-04-16,Carolina Hurricanes,4.0,Colorado Avalanche,7.0,154.0,0,1
2022-04-16,San Jose Sharks,1.0,Dallas Stars,2.0,142.0,0,1
2022-04-16,Vegas Golden Knights,0.0,Edmonton Oilers,4.0,151.0,0,1
2022-04-16,Columbus Blue Jackets,1.0,Los Angeles Kings,2.0,143.0,0,1
2022-04-16,Washington Capitals,8.0,Montreal Canadiens,4.0,163.0,1,0
2022-04-16,Chicago Blackhawks,3.0,Nashville Predators,4.0,156.0,0,1
2022-04-16,Detroit Red Wings,0.0,New York Rangers,4.0,138.0,0,1
2022-04-16,Toronto Maple Leafs,5.0,Ottawa Senators,4.0,155.0,1,0
2022-04-16,New Jersey Devils,3.0,Seattle Kraken,4.0,160.0,0,1
2022-04-16,Minnesota Wild,5.0,St. Louis Blues,6.0,163.0,0,1
2022-04-16,Winnipeg Jets,4.0,Tampa Bay Lightning,7.0,147.0,0,1
2022-04-17,Columbus Blue Jackets,4.0,Anaheim Ducks,6.0,144.0,0,1
2022-04-17,Florida Panthers,6.0,Detroit Red Wings,1.0,143.0,1,0
2022-04-17,San Jose Sharks,4.0,Minnesota Wild,5.0,148.0,0,1
2022-04-17,St. Louis Blues,8.0,Nashville Predators,3.0,150.0,1,0
2022-04-17,Buffalo Sabres,5.0,Philadelphia Flyers,3.0,148.0,1,0
2022-04-17,New York Islanders,2.0,Toronto Maple Leafs,4.0,149.0,0,1
2022-04-18,Carolina Hurricanes,5.0,Arizona Coyotes,3.0,147.0,1,0
2022-04-18,Calgary Flames,5.0,Chicago Blackhawks,2.0,143.0,1,0
2022-04-18,Washington Capitals,3.0,Colorado Avalanche,2.0,148.0,1,0
2022-04-18,Ottawa Senators,2.0,Seattle Kraken,4.0,151.0,0,1
2022-04-18,Dallas Stars,2.0,Vancouver Canucks,6.0,149.0,0,1
2022-04-18,New Jersey Devils,3.0,Vegas Golden Knights,2.0,144.0,1,0
2022-04-19,Los Angeles Kings,2.0,Anaheim Ducks,1.0,144.0,1,0
2022-04-19,Minnesota Wild,2.0,Montreal Canadiens,0.0,146.0,1,0
2022-04-19,Calgary Flames,2.0,Nashville Predators,3.0,163.0,0,1
2022-04-19,Florida Panthers,3.0,New York Islanders,2.0,148.0,1,0
2022-04-19,Winnipeg Jets,0.0,New York Rangers,3.0,143.0,0,1
2022-04-19,Columbus Blue Jackets,2.0,San Jose Sharks,3.0,138.0,0,1
2022-04-19,Boston Bruins,3.0,St. Louis Blues,2.0,149.0,1,0
2022-04-19,Detroit Red Wings,4.0,Tampa Bay Lightning,3.0,151.0,1,0
2022-04-19,Philadelphia Flyers,2.0,Toronto Maple Leafs,5.0,149.0,0,1
2022-04-19,Ottawa Senators,4.0,Vancouver Canucks,3.0,28.0,1,0
2022-04-20,Chicago Blackhawks,4.0,Arizona Coyotes,3.0,155.0,1,0
2022-04-20,Dallas Stars,2.0,Edmonton Oilers,5.0,147.0,0,1
2022-04-20,Colorado Avalanche,2.0,Seattle Kraken,3.0,137.0,0,1
2022-04-20,Washington Capitals,3.0,Vegas Golden Knights,4.0,158.0,0,1
2022-04-21,Winnipeg Jets,2.0,Carolina Hurricanes,4.0,146.0,0,1
2022-04-21,Dallas Stars,2.0,Calgary Flames,4.0,147.0,0,1
2022-04-21,Detroit Red Wings,2.0,Florida Panthers,5.0,146.0,0,1
2022-04-21,Chicago Blackhawks,1.0,Los Angeles Kings,4.0,137.0,0,1
2022-04-21,Vancouver Canucks,3.0,Minnesota Wild,6.0,148.0,0,1
2022-04-21,Philadelphia Flyers,6.0,Montreal Canadiens,3.0,150.0,1,0
2022-04-21,Buffalo Sabres,5.0,New Jersey Devils,2.0,139.0,1,0
2022-04-21,New York Rangers,6.0,New York Islanders,3.0,136.0,1,0
2022-04-21,Boston Bruins,0.0,Pittsburgh Penguins,4.0,150.0,0,1
2022-04-21,St. Louis Blues,3.0,San Jose Sharks,1.0,135.0,1,0
2022-04-21,Toronto Maple Leafs,1.0,Tampa Bay Lightning,8.0,167.0,0,1
2022-04-22,Washington Capitals,2.0,Arizona Coyotes,0.0,143.0,1,0
2022-04-22,Ottawa Senators,2.0,Columbus Blue Jackets,1.0,160.0,1,0
2022-04-22,Colorado Avalanche,3.0,Edmonton Oilers,6.0,149.0,0,1
2022-04-22,Seattle Kraken,3.0,Minnesota Wild,6.0,146.0,0,1
2022-04-23,St. Louis Blues,5.0,Arizona Coyotes,4.0,143.0,1,0
2022-04-23,New York Rangers,1.0,Boston Bruins,3.0,146.0,0,1
2022-04-23,New York Islanders,3.0,Buffalo Sabres,5.0,141.0,0,1
2022-04-23,Vancouver Canucks,3.0,Calgary Flames,6.0,151.0,0,1
2022-04-23,Seattle Kraken,2.0,Dallas Stars,3.0,149.0,0,1
2022-04-23,Pittsburgh Penguins,7.0,Detroit Red Wings,2.0,146.0,1,0
2022-04-23,Toronto Maple Leafs,2.0,Florida Panthers,3.0,149.0,0,1
2022-04-23,Anaheim Ducks,2.0,Los Angeles Kings,4.0,148.0,0,1
2022-04-23,Carolina Hurricanes,3.0,New Jersey Devils,2.0,147.0,1,0
2022-04-23,Montreal Canadiens,4.0,Ottawa Senators,6.0,157.0,0,1
2022-04-23,Chicago Blackhawks,1.0,San Jose Sharks,4.0,135.0,0,1
2022-04-23,Nashville Predators,2.0,Tampa Bay Lightning,6.0,152.0,0,1
2022-04-24,St. Louis Blues,6.0,Anaheim Ducks,3.0,146.0,1,0
2022-04-24,Edmonton Oilers,2.0,Columbus Blue Jackets,5.0,147.0,0,1
2022-04-24,Tampa Bay Lightning,8.0,Florida Panthers,4.0,164.0,1,0
2022-04-24,Boston Bruins,5.0,Montreal Canadiens,3.0,153.0,1,0
2022-04-24,Detroit Red Wings,3.0,New Jersey Devils,0.0,133.0,1,0
2022-04-24,Minnesota Wild,5.0,Nashville Predators,4.0,169.0,1,0
2022-04-24,Carolina Hurricanes,5.0,New York Islanders,2.0,140.0,1,0
2022-04-24,Pittsburgh Penguins,1.0,Philadelphia Flyers,4.0,157.0,0,1
2022-04-24,San Jose Sharks,5.0,Vegas Golden Knights,4.0,166.0,1,0
2022-04-24,Colorado Avalanche,1.0,Winnipeg Jets,4.0,147.0,0,1
2022-04-24,Toronto Maple Leafs,4.0,Washington Capitals,3.0,167.0,1,0
2022-04-25,Philadelphia Flyers,1.0,Chicago Blackhawks,3.0,146.0,0,1
2022-04-26,Florida Panthers,2.0,Boston Bruins,4.0,154.0,0,1
2022-04-26,St. Louis Blues,3.0,Colorado Avalanche,5.0,150.0,0,1
2022-04-26,Vegas Golden Knights,2.0,Dallas Stars,3.0,170.0,0,1
2022-04-26,Arizona Coyotes,5.0,Minnesota Wild,3.0,152.0,1,0
2022-04-26,Calgary Flames,5.0,Nashville Predators,4.0,170.0,1,0
2022-04-26,Carolina Hurricanes,4.0,New York Rangers,3.0,151.0,1,0
2022-04-26,New Jersey Devils,4.0,Ottawa Senators,5.0,158.0,0,1
2022-04-26,Edmonton Oilers,5.0,Pittsburgh Penguins,1.0,146.0,1,0
2022-04-26,Anaheim Ducks,5.0,San Jose Sharks,2.0,146.0,1,0
2022-04-26,Columbus Blue Jackets,1.0,Tampa Bay Lightning,4.0,135.0,0,1
2022-04-26,Detroit Red Wings,0.0,Toronto Maple Leafs,3.0,140.0,0,1
2022-04-26,Seattle Kraken,2.0,Vancouver Canucks,5.0,141.0,0,1
2022-04-26,New York Islanders,4.0,Washington Capitals,1.0,141.0,1,0
2022-04-27,Vegas Golden Knights,3.0,Chicago Blackhawks,4.0,155.0,0,1
2022-04-27,Arizona Coyotes,4.0,Dallas Stars,3.0,160.0,1,0
2022-04-27,Montreal Canadiens,4.0,New York Rangers,3.0,143.0,1,0
2022-04-27,Los Angeles Kings,5.0,Seattle Kraken,3.0,147.0,1,0
2022-04-27,Philadelphia Flyers,0.0,Winnipeg Jets,4.0,143.0,0,1
2022-04-28,Buffalo Sabres,0.0,Boston Bruins,5.0,152.0,0,1
2022-04-28,New Jersey Devils,3.0,Carolina Hurricanes,6.0,142.0,0,1
2022-04-28,Tampa Bay Lightning,2.0,Columbus Blue Jackets,5.0,149.0,0,1
2022-04-28,Nashville Predators,5.0,Colorado Avalanche,4.0,172.0,1,0
2022-04-28,San Jose Sharks,4.0,Edmonton Oilers,5.0,149.0,0,1
2022-04-28,Calgary Flames,2.0,Minnesota Wild,3.0,145.0,0,1
2022-04-28,Washington Capitals,1.0,New York Islanders,5.0,146.0,0,1
2022-04-28,Florida Panthers,4.0,Ottawa Senators,0.0,134.0,1,0
2022-04-28,Los Angeles Kings,2.0,Vancouver Canucks,3.0,145.0,0,1
2022-04-29,Nashville Predators,4.0,Arizona Coyotes,5.0,151.0,0,1
2022-04-29,Chicago Blackhawks,2.0,Buffalo Sabres,3.0,140.0,0,1
2022-04-29,Anaheim Ducks,2.0,Dallas Stars,4.0,135.0,0,1
2022-04-29,Vancouver Canucks,2.0,Edmonton Oilers,3.0,154.0,0,1
2022-04-29,Colorado Avalanche,1.0,Minnesota Wild,4.0,149.0,0,1
2022-04-29,Florida Panthers,2.0,Montreal Canadiens,10.0,148.0,0,1
2022-04-29,Detroit Red Wings,5.0,New Jersey Devils,3.0,137.0,1,0
2022-04-29,Tampa Bay Lightning,6.0,New York Islanders,4.0,146.0,1,0
2022-04-29,Washington Capitals,2.0,New York Rangers,3.0,148.0,0,1
2022-04-29,Ottawa Senators,4.0,Philadelphia Flyers,2.0,153.0,1,0
2022-04-29,Columbus Blue Jackets,3.0,Pittsburgh Penguins,5.0,149.0,0,1
2022-04-29,San Jose Sharks,0.0,Seattle Kraken,3.0,136.0,0,1
2022-04-29,Vegas Golden Knights,7.0,St. Louis Blues,4.0,143.0,1,0
2022-04-29,Boston Bruins,2.0,Toronto Maple Leafs,5.0,149.0,0,1
2022-04-29,Calgary Flames,1.0,Winnipeg Jets,3.0,141.0,0,1
2022-05-01,Seattle Kraken,3.0,Winnipeg Jets,4.0,130.0,0,1
2022-06-15,Tampa Bay Lightning,3.0213414634146343,Colorado Avalanche,3.268292682926829,148.640243902439,0,1
2022-06-18,Tampa Bay Lightning,3.0213414634146343,Colorado Avalanche,3.268292682926829,148.640243902439,0,1
2022-06-20,Colorado Avalanche,3.0213414634146343,Tampa Bay Lightning,3.268292682926829,148.640243902439,0,1
2022-06-22,Colorado Avalanche,3.0213414634146343,Tampa Bay Lightning,3.268292682926829,148.640243902439,0,1
2022-06-24,Tampa Bay Lightning,3.0213414634146343,Colorado Avalanche,3.268292682926829,148.640243902439,0,1
2022-06-26,Tampa Bay Lightning,3.0213414634146343,Colorado Avalanche,3.268292682926829,148.640243902439,0,1
